db_id	atc_code	level_4	level_4_name	level_3	level_3_name	level_2	level_2_name	level_1	level_1_name
DB01600	M01AE11	M01AE	Propionic acid derivatives	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB01601	J05AR10	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB01602	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01602	J01CA06	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01603	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01603	J01CF03	J01CF	Beta-lactamase resistant penicillins	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01604	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01604	J01CA02	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01605	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01605	J01CA08	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01606	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01606	J01CG02	J01CG	Beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01607	J01CR03	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01607	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01607	J01CA13	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01608	N05AC01	N05AC	Phenothiazines with piperidine structure	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01609	V03AC03	V03AC	Iron chelating agents	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB01610	J05AB14	J05AB	Nucleosides, nucleotides excl. reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB01611	P01BA02	P01BA	Aminoquinolines	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB01612	V03AB22	V03AB	Antidotes	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB01613	C01DA13	C01DA	Organic nitrates	C01D	Vasodilators used in cardiac diseases	C01	Cardiac therapy	C	Cardiovascular system
DB01613	C01DA63	C01DA	Organic nitrates	C01D	Vasodilators used in cardiac diseases	C01	Cardiac therapy	C	Cardiovascular system
DB01614	N05AA04	N05AA	Phenothiazines with aliphatic side-chain	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01616	A03AX58	A03AX	Other drugs for functional gastrointestinal disorders	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB01616	A03AX08	A03AX	Other drugs for functional gastrointestinal disorders	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB01618	N05AE02	N05AE	Indole derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01619	R06AX04	R06AX	Other antihistamines for systemic use	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB01620	R06AB05	R06AB	Substituted alkylamines	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB01620	D04AA16	D04AA	Antihistamines for topical use	D04A	Antipruritics, incl. antihistamines, anesthetics, etc.	D04	Antipruritics, incl. antihistamines, anesthetics, etc.	D	Dermatologicals
DB01621	N05AC04	N05AC	Phenothiazines with piperidine structure	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01622	N05AB08	N05AB	Phenothiazines with piperazine structure	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01623	N05AF04	N05AF	Thioxanthene derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01624	N05AF05	N05AF	Thioxanthene derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB01625	A03CA01	A03CA	Synthetic anticholinergic agents in combination with psycholeptics	A03C	Antispasmodics in combination with psycholeptics	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB01625	A03AB09	A03AB	Synthetic anticholinergics, quaternary ammonium compounds	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB01626	C02LL01	C02LL	Mao inhibitors, diuretics	C02L	Antihypertensives, diuretics in combination	C02	Antihypertensives	C	Cardiovascular system
DB01626	C02KC01	C02KC	Mao inhibitors	C02K	Other antihypertensives	C02	Antihypertensives	C	Cardiovascular system
DB01627	J01FF02	J01FF	Lincosamides	J01F	Macrolides, lincosamides, streptogramins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB01628	M01AH05	M01AH	Coxibs	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB01638	A06AG07	A06AG	Enemas	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB01638	A06AD18	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB01638	V04CC01	V04CC	Tests for bile duct patency	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB01638	B05CX02	B05CX	Other irrigating solutions	B05C	Irrigating solutions	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB01656	R03DX07	R03DX	Other systemic drugs for obstructive airway diseases	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB01677	D05AX01	D05AX	Other antipsoriatics for topical use	D05A	Antipsoriatics for topical use	D05	Antipsoriatics	D	Dermatologicals
DB01698	C05CA01	C05CA	Bioflavonoids	C05C	Capillary stabilizing agents	C05	Vasoprotectives	C	Cardiovascular system
DB01698	C05CA51	C05CA	Bioflavonoids	C05C	Capillary stabilizing agents	C05	Vasoprotectives	C	Cardiovascular system
DB01708	A14AA07	A14AA	Androstan derivatives	A14A	Anabolic steroids	A14	Anabolic agents for systemic use	A	Alimentary tract, metabolism
DB01708	G03EA03	G03EA	Androgens, estrogens	G03E	Androgens, female sex hormones in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB01718	D08AJ02	D08AJ	Quaternary ammonium compounds	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB01718	D11AC01	D11AC	Medicated shampoos	D11A	Other dermatological preparations	D11	Other dermatological preparations	D	Dermatologicals
DB01718	D08AJ04	D08AJ	Quaternary ammonium compounds	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB01718	R02AA17	R02AA	Antiseptics	R02A	Throat preparations	R02	Throat preparations	R	Respiratory system
DB01744	C01EB02	C01EB	Other cardiac preparations	C01E	Other cardiac preparations	C01	Cardiac therapy	C	Cardiovascular system
DB01783	D03AX04	D03AX	Other cicatrizants	D03A	Cicatrizants	D03	Preparations for treatment of wounds, ulcers	D	Dermatologicals
DB01783	A11HA31	A11HA	Other plain vitamin preparations	A11H	Other plain vitamin preparations	A11	Vitamins	A	Alimentary tract, metabolism
DB02266	M01AG03	M01AG	Fenamates	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB02300	D05AX02	D05AX	Other antipsoriatics for topical use	D05A	Antipsoriatics for topical use	D05	Antipsoriatics	D	Dermatologicals
DB02300	D05AX52	D05AX	Other antipsoriatics for topical use	D05A	Antipsoriatics for topical use	D05	Antipsoriatics	D	Dermatologicals
DB02325	D08AX05	D08AX	Other antiseptics, disinfectants	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB02329	A02BX71	A02BX	Other drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB02329	A02BX51	A02BX	Other drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB02329	A02BX01	A02BX	Other drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB02362	D02BA01	D02BA	Protectives against uv-radiation for topical use	D02B	Protectives against uv-radiation	D02	Emollients, protectives	D	Dermatologicals
DB02383	A10XA01	A10XA	Aldose reductase inhibitors	A10X	Other drugs used in diabetes	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB02546	L01XX38	L01XX	Other antineoplastic agents	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB02638	H01BA04	H01BA	Vasopressin, analogues	H01B	Posterior pituitary lobe hormones	H01	Pituitary, hypothalamic hormones, analogues	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB02640	P01AX10	P01AX	Other agents against amoebiasis, other protozoal diseases	P01A	Agents against amoebiasis, other protozoal diseases	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB02659	A05AA03	A05AA	Bile acid preparations	A05A	Bile therapy	A05	Bile, liver therapy	A	Alimentary tract, metabolism
DB02701	A11HA01	A11HA	Other plain vitamin preparations	A11H	Other plain vitamin preparations	A11	Vitamins	A	Alimentary tract, metabolism
DB02703	J01XC01	J01XC	Steroid antibacterials	J01X	Other antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB02703	D09AA02	D09AA	Medicated dressings with antiinfectives	D09A	Medicated dressings	D09	Medicated dressings	D	Dermatologicals
DB02703	D06AX01	D06AX	Other antibiotics for topical use	D06A	Antibiotics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB02703	S01AA13	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB02901	A14AA01	A14AA	Androstan derivatives	A14A	Anabolic steroids	A14	Anabolic agents for systemic use	A	Alimentary tract, metabolism
DB02901	G03BB02	G03BB	5-androstanon (3) derivatives	G03B	Androgens	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB02925	C03CA03	C03CA	Sulfonamides, plain	C03C	High-ceiling diuretics	C03	Diuretics	C	Cardiovascular system
DB02959	N06AX01	N06AX	Other antidepressants	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB03128	S01EB09	S01EB	Parasympathomimetics	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB03166	S02AA10	S02AA	Antiinfectives	S02A	Antiinfectives	S02	Otologicals	S	Sensory organs
DB03166	G01AD02	G01AD	Organic acids	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB03255	D08AE03	D08AE	Phenol, derivatives	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB03255	C05BB05	C05BB	Sclerosing agents for local injection	C05B	Antivaricose therapy	C05	Vasoprotectives	C	Cardiovascular system
DB03255	R02AA19	R02AA	Antiseptics	R02A	Throat preparations	R02	Throat preparations	R	Respiratory system
DB03255	N01BX03	N01BX	Other local anesthetics	N01B	Anesthetics, local	N01	Anesthetics	N	Nervous system
DB03585	S01BC02	S01BC	Antiinflammatory agents, non-steroids	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB03585	M01AA03	M01AA	Butylpyrazolidines	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB03585	M02AA04	M02AA	Antiinflammatory preparations, non-steroids for topical use	M02A	Topical products for joint, muscular pain	M02	Topical products for joint, muscular pain	M	Musculo-skeletal system
DB03614	B03BA05	B03BA	Vitamin b12 (cyanocobalamin, analogues)	B03B	Vitamin b12, folic acid	B03	Antianemic preparations	B	Blood, blood forming organs
DB03615	J01GB10	J01GB	Other aminoglycosides	J01G	Aminoglycoside antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB03754	B05BB03	B05BB	Solutions affecting the electrolyte balance	B05B	I.v. solutions	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB03754	B05XX02	B05XX	Other i.v. solution additives	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB03783	N02BE73	N02BE	Anilides	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB03783	N02BE53	N02BE	Anilides	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB03783	N02BE03	N02BE	Anilides	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB03793	V04CG30	V04CG	Tests for gastric secretion	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB03793	A16AX11	A16AX	Various alimentary tract, metabolism products	A16A	Other alimentary tract, metabolism products	A16	Other alimentary tract, metabolism products	A	Alimentary tract, metabolism
DB03852	R05CA13	R05CA	Expectorants	R05C	Expectorants, excl. combinations with cough suppressants	R05	Cough, cold preparations	R	Respiratory system
DB04106	L01AD05	L01AD	Nitrosoureas	L01A	Alkylating agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB04165	N03AG02	N03AG	Fatty acid derivatives	N03A	Antiepileptics	N03	Antiepileptics	N	Nervous system
DB04173	V06DC02	V06DC	Carbohydrates	V06D	Other nutrients	V06	General nutrients	V	Various
DB04209	R02AA02	R02AA	Antiseptics	R02A	Throat preparations	R02	Throat preparations	R	Respiratory system
DB04209	G01AC05	G01AC	Quinoline derivatives	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB04209	D08AH01	D08AH	Quinoline derivatives	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB04272	A09AB04	A09AB	Acid preparations	A09A	Digestives, incl. enzymes	A09	Digestives, incl. enzymes	A	Alimentary tract, metabolism
DB04335	G01AX02	G01AX	Other antiinfectives, antiseptics	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB04335	D06BB05	D06BB	Antivirals	D06B	Chemotherapeutics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB04335	S01XA10	S01XA	Other ophthalmologicals	S01X	Other ophthalmologicals	S01	Ophthalmologicals	S	Sensory organs
DB04339	R05CB03	R05CB	Mucolytics	R05C	Expectorants, excl. combinations with cough suppressants	R05	Cough, cold preparations	R	Respiratory system
DB04398	G01AD01	G01AD	Organic acids	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB04552	M02AA17	M02AA	Antiinflammatory preparations, non-steroids for topical use	M02A	Topical products for joint, muscular pain	M02	Topical products for joint, muscular pain	M	Musculo-skeletal system
DB04552	M01AX02	M01AX	Other antiinflammatory, antirheumatic agents, non-steroids	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB04570	J01DD06	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB04571	D05AD01	D05AD	Psoralens for topical use	D05A	Antipsoriatics for topical use	D05	Antipsoriatics	D	Dermatologicals
DB04571	D05BA01	D05BA	Psoralens for systemic use	D05B	Antipsoriatics for systemic use	D05	Antipsoriatics	D	Dermatologicals
DB04572	L01AC01	L01AC	Ethylene imines	L01A	Alkylating agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB04573	G03CC06	G03CC	Estrogens, combinations with other drugs	G03C	Estrogens	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB04573	G03CA04	G03CA	Natural, semisynthetic estrogens, plain	G03C	Estrogens	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
